Id,SalePrice
1990,223737.1362
1991,212922.4006
1992,214080.7136
1993,172900.6584
1994,243519.0608
1995,179042.8176
1996,276571.3604
1997,320886.813
1998,352521.0754
1999,249865.0738
2000,303851.7936
2001,261100.3506
2002,235221.2352
2003,253231.3616
2004,265284.5626
2005,226221.9422
2006,221216.7174
2007,251761.3998
2008,207763.41
2009,191107.5296
2010,188721.9082
2011,138395.8274
2012,179692.4418
2013,183580.4032
2014,191282.0832
2015,194699.2688
2016,190965.5862
2017,197722.3546
2018,128222.0544
2019,133312.7042
2020,118439.9638
2021,116920.555
2022,179868.2842
2023,149021.2192
2024,224214.6422
2025,374496.4642
2026,179649.7726
2027,149194.102
2028,163657.9954
2029,171266.88
2030,278892.7
2031,264888.0568
2032,272735.9166
2033,275656.6436
2034,162715.0468
2035,208487.7908
2036,206309.7872
2037,210858.5552
2038,333883.6498
2039,211849.3866
2040,420236.399
2041,274058.483
2042,200468.9478
2043,168566.8662
2044,169941.1872
2045,233486.1396
2046,138180.4918
2047,151731.3692
2048,133417.1182
2049,139835.7606
2050,176451.3004
2051,103401.4978
2052,135495.45
2053,143957.0094
2054,90379.7344
2055,161357.2142
2056,126141.078
2057,128927.5634
2058,216790.4488
2059,133818.04
2060,168157.4666
2061,178346.9432
2062,137586.353
2063,116584.6586
2064,138109.065
2065,121416.186
2066,171643.9504
2067,136553.3912
2068,139338.721
2069,89557.0844
2070,112820.753
2071,102271.7498
2072,132218.2052
2073,136859.0014
2074,185951.1488
2075,148211.8346
2076,123472.2288
2077,148800.1086
2078,131193.8664
2079,128895.7754
2080,115762.6806
2081,121476.8488
2082,132512.0318
2083,146252.7136
2084,112048.696
2085,130421.4108
2086,114234.3188
2087,122041.121
2088,105546.3646
2089,88648.576
2090,135937.8056
2091,127651.3266
2092,138273.9496
2093,135927.7092
2094,138413.9874
2095,145204.2214
2096,89660.1042
2097,94492.9542
2098,146971.8268
2099,64668.9226
2100,114354.5784
2101,126157.0528
2102,143437.4854
2103,105966.44
2104,131613.2684
2105,134169.3696
2106,78012.5
2107,230623.5772
2108,121170.5038
2109,117263.322
2110,127871.7208
2111,159040.2952
2112,135511.379
2113,118347.6924
2114,106682.494
2115,150889.5398
2116,113823.2152
2117,148761.8102
2118,117653.5068
2119,108189.6934
2120,108372.7666
2121,98032.6302
2122,110032.3086
2123,89073.509
2124,195129.734
2125,135204.0426
2126,156033.4724
2127,150945.0132
2128,139030.4562
2129,103511.6258
2130,144993.11
2131,151672.1306
2132,115407.486
2133,118556.4892
2134,118342.2362
2135,108071.1404
2136,81766.5704
2137,117449.278
2138,138714.0084
2139,153860.0668
2140,136981.1274
2141,135871.9012
2142,138354.2072
2143,148139.5566
2144,121585.6708
2145,135130.0448
2146,149777.9012
2147,158883.4396
2148,125188.6318
2149,133176.7288
2150,225270.257
2151,134446.8316
2152,170927.7822
2153,163079.6346
2154,108555.4002
2155,125794.8716
2156,226403.9052
2157,235000.2436
2158,232063.7548
2159,215792.808
2160,170538.044
2161,251991.1178
2162,432188.1328
2163,334149.0336
2164,253939.6088
2165,175577.93
2166,145526.0888
2167,214612.4438
2168,213070.267
2169,195268.3648
2170,221904.1228
2171,144932.9338
2172,140514.1798
2173,165125.2998
2174,240137.6606
2175,323235.4822
2176,328536.9274
2177,254868.2832
2178,226779.6802
2179,144293.6034
2180,186282.4462
2181,192682.8712
2182,227263.5802
2183,197897.5508
2184,137703.504
2185,128560.5236
2186,143572.3454
2187,151020.7636
2188,155117.5402
2189,187708.8338
2190,88193.6778
2191,91134.2992
2192,95047.0266
2193,95936.2792
2194,97944.6544
2195,116338.4252
2196,108735.0896
2197,112337.625
2198,160814.7108
2199,161730.6396
2200,126943.8012
2201,129532.1042
2202,200837.8566
2203,156212.5816
2204,172268.1522
2205,109065.8024
2206,132519.2882
2207,239225.4962
2208,235083.4634
2209,190068.3502
2210,122095.503
2211,113448.2882
2212,111236.7438
2213,102990.3822
2214,144839.3086
2215,103742.411
2216,151398.646
2217,76987.579
2218,89957.2198
2219,72704.6696
2220,82192.1238
2221,330810.6942
2222,247417.8662
2223,260595.8638
2224,213943.123
2225,136539.303
2226,184099.6132
2227,196250.2118
2228,273794.9232
2229,239067.6038
2230,161625.303
2231,209484.3458
2232,175727.0734
2233,174032.8944
2234,240060.3012
2235,203243.2468
2236,271588.5446
2237,359468.107
2238,214234.4166
2239,110828.1874
2240,163309.763
2241,152417.466
2242,136508.6142
2243,139336.2958
2244,100665.361
2245,96214.8162
2246,145525.1622
2247,98898.9858
2248,125736.853
2249,127485.4762
2250,134355.0822
2251,130264.4856
2252,171474.6262
2253,153467.1898
2254,180571.147
2255,190870.0672
2256,180177.7722
2257,192717.9496
2258,174043.4354
2259,179276.4898
2260,148755.6288
2261,200533.5444
2262,210206.1748
2263,327079.6814
2264,407230.2854
2265,169551.374
2266,289002.0166
2267,381413.7274
2268,354935.0368
2269,163072.2936
2270,182519.9322
2271,245513.0652
2272,215174.1508
2273,165408.5528
2274,170735.3292
2275,164295.486
2276,186335.3632
2277,178248.254
2278,153950.3254
2279,125308.0536
2280,123382.719
2281,176976.7904
2282,175858.4804
2283,96033.0762
2284,108672.2984
2285,155870.5
2286,130641.5608
2287,333121.1136
2288,273701.182
2289,377646.2896
2290,428971.324
2291,311683.7262
2292,409766.529
2293,439808.4892
2294,379775.231
2295,457336.216
2296,272317.4236
2297,310479.3972
2298,321067.053
2299,350212.8358
2300,323162.15
2301,287545.12
2302,235131.6128
2303,237179.2808
2304,244383.0422
2305,183338.687
2306,183691.3258
2307,185381.554
2308,219244.6162
2309,285898.086
2310,218004.8826
2311,201102.887
2312,175125.132
2313,172480.3882
2314,171790.5638
2315,172037.9992
2316,176884.8742
2317,178139.3104
2318,172533.65
2319,177971.6534
2320,179570.6762
2321,251251.8208
2322,169184.1388
2323,180235.1046
2324,167387.8454
2325,217802.2588
2326,166410.569
2327,219094.7918
2328,220610.0232
2329,183063.7098
2330,178292.9402
2331,346724.3498
2332,398507.4134
2333,309285.1116
2334,254769.4532
2335,260479.1722
2336,340090.6916
2337,205345.6104
2338,271821.4428
2339,230311.7102
2340,404922.0538
2341,216953.5746
2342,235617.5716
2343,217134.8132
2344,235856.2724
2345,243794.4522
2346,218344.1012
2347,202577.8594
2348,228482.845
2349,155526.4584
2350,290624.6688
2351,261503.851
2352,249089.4236
2353,208260.099
2354,117840.8724
2355,160636.6212
2356,153648.2856
2357,198809.0884
2358,197183.4036
2359,124178.3124
2360,123540.943
2361,138139.3392
2362,261159.5522
2363,146325.3468
2364,152098.0784
2365,218670.2664
2366,195981.119
2367,222297.8048
2368,205389.136
2369,221153.6292
2370,171484.4696
2371,168465.6014
2372,180430.4188
2373,258816.5458
2374,300312.576
2375,234038.3264
2376,273982.8872
2377,360683.2874
2378,138413.7094
2379,194723.4018
2380,144701.004
2381,162181.376
2382,186091.8018
2383,214679.8522
2384,234442.8698
2385,150060.4598
2386,141664.8008
2387,134849.862
2388,101631.947
2389,128032.461
2390,139405.5826
2391,132863.9252
2392,112492.407
2393,165749.7074
2394,146271.777
2395,190120.1844
2396,149454.8338
2397,204729.0584
2398,130035.8058
2399,59485.9258
2400,57948.7212
2401,118608.8868
2402,137432.5028
2403,135577.1258
2404,144629.9196
2405,156702.7514
2406,133934.086
2407,125911.8846
2408,138654.7056
2409,133581.8762
2410,162898.7444
2411,120670.7392
2412,161383.7936
2413,138547.4532
2414,134933.0814
2415,133736.9358
2416,126945.8716
2417,132330.8118
2418,125540.9028
2419,133258.706
2420,124325.9622
2421,154017.1896
2422,123168.8682
2423,133539.6112
2424,152675.5056
2425,168220.2306
2426,130951.088
2427,141163.8426
2428,172786.4066
2429,115333.3878
2430,130344.0012
2431,112181.0246
2432,136087.3466
2433,143458.6636
2434,145311.2836
2435,152988.0588
2436,104046.339
2437,109073.4182
2438,118177.7694
2439,113424.5596
2440,122995.5728
2441,108795.8456
2442,102200.1714
2443,114942.8084
2444,126894.9916
2445,91232.3222
2446,132302.1546
2447,216428.082
2448,146896.4014
2449,112790.958
2450,155472.296
2451,128314.4758
2452,216249.0352
2453,100721.8568
2454,126292.9194
2455,109686.575
2456,137549.3174
2457,117093.8078
2458,107891.177
2459,111328.1158
2460,134894.911
2461,116809.105
2462,135628.1198
2463,118309.9604
2464,163283.4528
2465,127479.9468
2466,112995.6718
2467,149853.2204
2468,92393.8676
2469,91908.1626
2470,178038.4682
2471,218624.922
2472,167870.4252
2473,124100.4802
2474,104543.061
2475,223945.0018
2476,110944.497
2477,131584.6716
2478,162006.2822
2479,120841.0038
2480,140241.236
2481,130336.6368
2482,133421.654
2483,119052.7578
2484,127084.6558
2485,125351.5342
2486,153119.9654
2487,178546.3104
2488,151156.2288
2489,147185.4816
2490,149783.5458
2491,94003.8132
2492,180319.0698
2493,134726.3946
2494,166977.3048
2495,100270.862
2496,218810.4528
2497,149392.4448
2498,116107.1454
2499,94011.347
2500,134996.8018
2501,137227.0004
2502,148234.648
2503,102924.241
2504,186258.2196
2505,220209.9622
2506,260655.8986
2507,306837.8556
2508,260444.562
2509,218851.2166
2510,230837.9532
2511,184742.6576
2512,215368.3572
2513,225351.4078
2514,251356.394
2515,149101.3518
2516,157011.7126
2517,135436.8972
2518,147131.4702
2519,229057.1576
2520,207759.5422
2521,190805.257
2522,220499.2994
2523,131725.091
2524,141997.9928
2525,143336.6426
2526,140751.4666
2527,116523.8856
2528,129848.3794
2529,132450.9194
2530,118236.5758
2531,247553.9742
2532,232194.666
2533,198771.0736
2534,242656.239
2535,302469.0574
2536,235265.364
2537,232705.5024
2538,189068.9468
2539,188160.2092
2540,176344.2918
2541,179966.9544
2542,165539.8506
2543,130578.0424
2544,135914.5634
2545,130278.3944
2546,145710.0622
2547,138921.7198
2548,162079.9008
2549,164928.6328
2550,497701.228
2551,143551.6994
2552,123288.424
2553,87987.6008
2554,116091.2002
2555,104198.2266
2556,107467.768
2557,120458.2026
2558,155214.1238
2559,134625.5452
2560,121566.2718
2561,137713.297
2562,129937.2204
2563,139277.6594
2564,170402.9022
2565,120271.322
2566,149954.3672
2567,128830.4782
2568,184866.4292
2569,191474.33
2570,121387.1542
2571,171554.0454
2572,200099.6206
2573,237936.6026
2574,299468.0326
2575,125486.4722
2576,131841.6964
2577,159692.3292
2578,97401.4808
2579,83402.45
2580,130054.4346
2581,133938.0932
2582,116813.6612
2583,269152.4578
2584,160134.6244
2585,179290.3876
2586,216261.386
2587,211139.4266
2588,158905.855
2589,143380.6412
2590,224630.627
2591,205429.7888
2592,222835.9132
2593,255761.5172
2594,176684.1254
2595,207320.6408
2596,347197.0376
2597,180945.4772
2598,264089.5842
2599,318120.74
2600,157714.2442
2601,135527.4138
2602,88555.3996
2603,93493.0566
2604,87905.096
2605,86439.7962
2606,144939.3572
2607,173469.1132
2608,205176.0596
2609,166882.2442
2610,110995.1362
2611,153660.1166
2612,153769.7616
2613,129138.005
2614,122909.059
2615,149977.3248
2616,139899.488
2617,174616.7684
2618,184017.5882
2619,222984.626
2620,187243.048
2621,183722.741
2622,188322.8004
2623,250113.357
2624,263402.8214
2625,316649.2516
2626,163562.6794
2627,197357.2082
2628,395369.4516
2629,450828.2348
2630,343656.9678
2631,428145.9786
2632,387345.0314
2633,311076.1678
2634,394239.2918
2635,150149.2762
2636,201163.3228
2637,186905.8206
2638,250758.9196
2639,179656.197
2640,152126.0074
2641,109972.817
2642,193534.728
2643,107624.5006
2644,132619.1698
2645,97176.5448
2646,91331.99
2647,97559.702
2648,136914.4046
2649,140028.0194
2650,155491.4726
2651,155156.4278
2652,426031.45
2653,253090.9624
2654,248886.1876
2655,383219.1084
2656,322120.0674
2657,348713.6838
2658,279973.9364
2659,299962.7276
2660,311470.1396
2661,340097.5388
2662,364828.1946
2663,272196.5454
2664,283794.7198
2665,307609.684
2666,282483.135
2667,166695.199
2668,177449.817
2669,176492.0736
2670,290172.506
2671,179226.5408
2672,178074.586
2673,211942.6484
2674,213324.9986
2675,168091.6524
2676,184314.5538
2677,197708.2608
2678,252980.7474
2679,280373.5758
2680,275554.8034
2681,407793.1948
2682,318462.495
2683,470901.6736
2684,305018.9444
2685,329442.7794
2686,259199.629
2687,326199.5596
2688,227194.8764
2689,210191.0748
2690,451285.7704
2691,185424.2166
2692,126433.6948
2693,197647.2006
2694,121097.5514
2695,189603.832
2696,184196.6984
2697,193335.313
2698,200228.9642
2699,180821.6108
2700,167040.7878
2701,150328.3132
2702,119368.8396
2703,144106.3086
2704,141539.5144
2705,128508.9094
2706,119411.7092
2707,124980.9064
2708,136838.6264
2709,106398.9864
2710,121433.9302
2711,279964.8054
2712,355564.65
2713,175419.5538
2714,150379.411
2715,168592.6684
2716,158844.3216
2717,178197.799
2718,230362.5384
2719,154614.6372
2720,178494.4542
2721,143442.7768
2722,166787.7348
2723,143552.0066
2724,130842.113
2725,137235.5974
2726,146088.0314
2727,172604.0994
2728,168679.7596
2729,155737.5882
2730,145747.1192
2731,118800.2194
2732,117704.1564
2733,158909.2056
2734,149078.5184
2735,135031.5312
2736,144881.628
2737,121322.5728
2738,139320.1778
2739,157410.1226
2740,139949.6374
2741,149474.6732
2742,150799.4732
2743,149554.1262
2744,145767.9534
2745,136385.8394
2746,135083.4084
2747,151404.7574
2748,121331.6746
2749,130392.3092
2750,134997.9066
2751,130611.4968
2752,230405.2006
2753,150768.0924
2754,195570.5536
2755,123897.7048
2756,100436.9362
2757,76587.3478
2758,90682.3482
2759,156453.5736
2760,144746.2794
2761,149271.0002
2762,146692.6076
2763,183067.421
2764,172299.4022
2765,260314.4262
2766,145508.17
2767,90724.0524
2768,130554.7876
2769,130932.1236
2770,157073.9748
2771,119652.751
2772,121355.1442
2773,145452.7716
2774,140193.7784
2775,136043.9176
2776,144014.1634
2777,152609.3888
2778,124283.7392
2779,126639.0668
2780,112517.7594
2781,104374.6072
2782,100927.0986
2783,107188.1116
2784,127978.5668
2785,141531.22
2786,78676.6372
2787,117655.383
2788,87874.3728
2789,210580.129
2790,92677.7142
2791,118518.2422
2792,82827.536
2793,169716.466
2794,105353.7082
2795,115979.6328
2796,105343.9064
2797,198925.233
2798,123865.52
2799,115707.3134
2800,78216.683
2801,114301.6952
2802,137604.0006
2803,153173.6666
2804,144190.0166
2805,96649.2208
2806,93298.6512
2807,156742.2684
2808,149614.3296
2809,130362.935
2810,135339.5614
2811,159326.0002
2812,144864.2548
2813,165393.6596
2814,160356.6242
2815,101895.103
2816,240043.466
2817,140873.2222
2818,131942.5826
2819,172390.5238
2820,136989.8664
2821,107856.1134
2822,183613.4494
2823,222403.9502
2824,175706.2426
2825,155500.8428
2826,133065.3752
2827,142040.961
2828,213853.9042
2829,172530.8598
2830,235765.0568
2831,192396.2986
2832,218661.6978
2833,287807.6786
2834,217817.2352
2835,220490.0654
2836,195563.5762
2837,164157.3368
2838,147137.5174
2839,182407.198
2840,199308.1782
2841,200225.2924
2842,220407.119
2843,146868.5176
2844,156066.8426
2845,123867.6496
2846,212926.4046
2847,200299.3284
2848,221795.4578
2849,216996.9832
2850,282014.3484
2851,234656.0266
2852,232557.665
2853,235698.9408
2854,137533.022
2855,205822.4032
2856,204932.2276
2857,190292.3642
2858,203009.2726
2859,142942.077
2860,124158.1434
2861,136487.5744
2862,190233.2278
2863,115023.8658
2864,258417.0502
2865,140610.6314
2866,134233.394
2867,100982.7268
2868,108175.2584
2869,123594.3642
2870,162139.7322
2871,106583.801
2872,60402.488
2873,102295.0262
2874,143508.105
2875,115390.7906
2876,159243.7634
2877,143843.613
2878,164806.0656
2879,146743.4402
2880,105836.5194
2881,148115.8242
2882,157737.849
2883,168639.53
2884,178456.338
2885,182298.8698
2886,196735.4738
2887,104886.395
2888,125959.552
2889,64721.1892
2890,90432.7356
2891,137939.2758
2892,61466.5888
2893,106309.1802
2894,61863.3794
2895,313444.2194
2896,291198.1258
2897,201825.709
2898,147127.089
2899,228937.347
2900,157019.6956
2901,193133.519
2902,183768.3008
2903,347785.1608
2904,357377.1356
2905,118275.1216
2906,207925.7222
2907,116732.9884
2908,127675.6922
2909,147043.229
2910,87176.6704
2911,88333.98
2912,153517.4042
2913,90150.1402
2914,85368.509
2915,87148.1592
2916,87130.5394
2917,150767.5674
2918,108657.441
2919,229038.0012
